site_clean	country_clean	most_frequent_note	realm	lot_habitat	elevation	Latitude_clean	Longitude_clean	collection_start_date_clean	collection_end_date_clean	wetlands	NDVI	NDVI_year_max	NDVI_year_min	NDVI_year_avg	wildareas_human_footpr	hfp	population_density	night_light	temperature_2m	temperature_2m_min	temperature_2m_max	dewpoint_temperature_2m	relative_humidity	vpd	wind_speed	wind_direction	total_precipitation_sum	skin_reservoir_content	surface_solar_radiation_downwards_sum	temperature_2m_anml	relative_humidity_anml	temperature_2m_min_anml	temperature_2m_max_anml	wind_speed_anml	total_precipitation_sum_anml	surface_solar_radiation_downwards_sum_anml	wind_direction_rad	u_wind	v_wind	u_wind_anml	v_wind_anml	temperature_2m_year_avg	temperature_2m_min_year_avg	temperature_2m_max_year_avg	dewpoint_temperature_2m_year_avg	relative_humidity_year_avg	vpd_year_avg	wind_speed_year_avg	wind_direction_year_avg	total_precipitation_sum_year_avg	skin_reservoir_content_year_avg	surface_solar_radiation_downwards_sum_year_avg	temperature_2m_anml_year_avg	relative_humidity_anml_year_avg	temperature_2m_min_anml_year_avg	temperature_2m_max_anml_year_avg	wind_speed_anml_year_avg	total_precipitation_sum_anml_year_avg	surface_solar_radiation_downwards_sum_anml_year_avg	wind_speed_year_avg_tr	wind_speed_anml_year_avg_tr	Terra_aet	Terra_def	Terra_pdsi	Terra_pet	Terra_pr	Terra_ro	Terra_soil	Terra_srad	Terra_swe	Terra_tmmn	Terra_tmmx	Terra_vap	Terra_vpd	Terra_vs	Terra_month_year_avg	Terra_aet_year_avg	Terra_def_year_avg	Terra_pdsi_year_avg	Terra_pet_year_avg	Terra_pr_year_avg	Terra_ro_year_avg	Terra_soil_year_avg	Terra_srad_year_avg	Terra_swe_year_avg	Terra_tmmn_year_avg	Terra_tmmx_year_avg	Terra_vap_year_avg	Terra_vpd_year_avg	Terra_vs_year_avg	n	y	combined_traps	trap_damaged	Latitude	Longitude	yday	yday_adj	month	week	week_adj	year	collection_days	kg_code	zone	alphaFisher	alphaPoly	site
USA|NE05_358|NorthCas	United States	NA	Nearctic	NA	719	48.7186	-121.1169	2012-06-13	2012-06-18	1	430.5	815	125	410.35792349726773	6	12	0.4	0	6.8149999999999995	4.391666666666667	10.355	4.08	83.20833333333333	0.1688	1.0708177277383304	244.5	3.4233333333333333	0.5116666666666667	15353067.333333334	-2.3383333333333334	9.298333333333334	-0.6716666666666666	-3.8116666666666665	0.24605976157741888	0.7100000000000001	-5868547.666666667	4.267330021126136	-0.44424348484150206	-0.9743194200130465	-0.09410587948867832	-0.227353226749036	3.951753424657534	0.318	8.504109589041096	-0.19950684931506849	76.21164383561644	0.2700087671232877	0.7612602739726028	192.65753424657535	5.3802739726027395	0.2824931506849315	13220582.513255164	-0.13553424657534247	0.15649315068493155	-0.013452054794520548	-0.30326027397260275	0.004849315068493151	0.7263835616438357	-339133.65753424657	0.3521068287504459	0.028068840903914136	83.7	0	1.66	83.7	100	5	129.8	177.60000000000002	0	5	15.4	0.871	0.44	2.78	6.5	35.166666666666664	18.116666666666667	-0.3158333333333333	53.958333333333336	124.83333333333333	90.91666666666667	118.99166666666666	135.25833333333333	155	0.8833333333333333	10.666666666666666	0.6485833333333333	0.42416666666666664	2.444166666666667	47	35	FALSE	FALSE	48.7186	-121.1169	165	165	6	24	24	2012	5	Dfc	Continental	60.516092955952985	11.13306961835427	NE05_358
USA|NE05_358|NorthCas	United States	NA	Nearctic	NA	719	48.7186	-121.1169	2012-06-26	2012-07-02	1	482	815	125	410.35792349726773	6	12	0.4	0	9.422857142857143	6.758571428571429	12.814285714285715	6.132857142857143	80.52571428571429	0.23968571428571428	0.8237833766828211	236.85714285714286	2.704285714285714	0.5657142857142857	18856595.42857143	-3.262857142857143	12.05857142857143	-0.9414285714285715	-5.361428571428571	0.09359984977060927	0.6771428571428572	-4321446.285714285	4.133936999723712	-0.4058005553644918	-0.716899547331996	7.543540297953842e-4	-0.09359680991934691	3.951753424657534	0.318	8.504109589041096	-0.19950684931506849	76.21164383561644	0.2700087671232877	0.7612602739726028	192.65753424657535	5.3802739726027395	0.2824931506849315	13220582.513255164	-0.13553424657534247	0.15649315068493155	-0.013452054794520548	-0.30326027397260275	0.004849315068493151	0.7263835616438357	-339133.65753424657	0.3521068287504459	0.028068840903914136	85.52857142857142	10.4	1.8085714285714285	95.92857142857143	82.85714285714286	4.142857142857143	114.91428571428573	201.1714285714286	0	5.857142857142857	17.114285714285714	0.9349999999999999	0.52	2.662857142857143	6.5	35.166666666666664	18.116666666666667	-0.3158333333333333	53.958333333333336	124.83333333333333	90.91666666666667	118.99166666666666	135.25833333333333	155	0.8833333333333333	10.666666666666666	0.6485833333333333	0.42416666666666664	2.444166666666667	96	57	FALSE	FALSE	48.7186	-121.1169	178	178	6	26	26	2012	6	Dfc	Continental	58.14124547169398	7.647606633872397	NE05_358
USA|NE05_358|NorthCas	United States	NA	Nearctic	NA	719	48.7186	-121.1169	2012-07-09	2012-07-19	1	579.8181818181819	815	125	410.35792349726773	6	12	0.4	0	17.485454545454544	11.683636363636364	24.206363636363637	11.960909090909091	70.53636363636363	0.6024181818181819	0.4104363071995621	227.8181818181818	1.9145454545454546	0.15272727272727274	23881769.454545453	2.9445454545454544	4.591818181818182	2.6654545454545455	3.5090909090909093	0.11285155635581406	0.5109090909090909	-13237.636363636364	3.9761773686343544	0.05364898591963172	-0.40691491564872434	-0.0756270425339835	0.08376171087968852	3.951753424657534	0.318	8.504109589041096	-0.19950684931506849	76.21164383561644	0.2700087671232877	0.7612602739726028	192.65753424657535	5.3802739726027395	0.2824931506849315	13220582.513255164	-0.13553424657534247	0.15649315068493155	-0.013452054794520548	-0.30326027397260275	0.004849315068493151	0.7263835616438357	-339133.65753424657	0.3521068287504459	0.028068840903914136	90.1	36.4	2.18	126.5	40	2	77.7	260.1	0	8	21.4	1.095	0.72	2.37	6.5	35.166666666666664	18.116666666666667	-0.3158333333333333	53.958333333333336	124.83333333333333	90.91666666666667	118.99166666666666	135.25833333333333	155	0.8833333333333333	10.666666666666666	0.6485833333333333	0.42416666666666664	2.444166666666667	180	117	FALSE	FALSE	48.7186	-121.1169	191	191	7	28	28	2012	10	Dfc	Continental	143.7951056329987	13.17689487059109	NE05_358
USA|NE05_358|NorthCas	United States	NA	Nearctic	NA	719	48.7186	-121.1169	2012-08-28	2012-09-11	1	809.4	815	125	410.35792349726773	6	12	0.4	0	12.085333333333333	6.13	18.973333333333333	4.588666666666667	60.968666666666664	0.5852	0.5275274662147867	224.6	0.5913333333333334	0.046	19198482.666666668	-0.44333333333333336	-5.812	-1.0773333333333333	-0.05533333333333334	0.16439341475140537	-1.2426666666666666	1957859.1333333333	3.920009499979264	-0.16011042180861293	-0.5026428955424129	-0.08121867894062645	-0.14292907683451617	3.951753424657534	0.318	8.504109589041096	-0.19950684931506849	76.21164383561644	0.2700087671232877	0.7612602739726028	192.65753424657535	5.3802739726027395	0.2824931506849315	13220582.513255164	-0.13553424657534247	0.15649315068493155	-0.013452054794520548	-0.30326027397260275	0.004849315068493151	0.7263835616438357	-339133.65753424657	0.3521068287504459	0.028068840903914136	23.546666666666667	75.64	-0.9246666666666666	99.26	6.733333333333333	0	36.68	208.43333333333334	0	5.946666666666667	21.213333333333335	0.8074666666666667	0.9319999999999999	2.162	6.5	35.166666666666664	18.116666666666667	-0.3158333333333333	53.958333333333336	124.83333333333333	90.91666666666667	118.99166666666666	135.25833333333333	155	0.8833333333333333	10.666666666666666	0.6485833333333333	0.42416666666666664	2.444166666666667	72	51	FALSE	FALSE	48.7186	-121.1169	241	241	8	35	35	2012	14	Dfc	Continental	76.5835897603898	11.304251147107902	NE05_358
USA|NE05_358|NorthCas	United States	NA	Nearctic	NA	719	48.7186	-121.1169	2012-05-18	2012-05-25	1	374	815	125	410.35792349726773	6	12	0.4	0	4.945	1.685	8.469999999999999	0.8350000000000001	75.96	0.2152625	0.411752777083462	205.375	4.6025	0.45	18685779.25	-1.425	0.13000000000000025	-0.48250000000000004	-2.76625	0.06939541052688156	1.5687499999999999	-2254902.5	3.584469951283354	-0.2152756242132961	-0.35099395301845143	0.039731672830336795	-0.056895669222687774	3.951753424657534	0.318	8.504109589041096	-0.19950684931506849	76.21164383561644	0.2700087671232877	0.7612602739726028	192.65753424657535	5.3802739726027395	0.2824931506849315	13220582.513255164	-0.13553424657534247	0.15649315068493155	-0.013452054794520548	-0.30326027397260275	0.004849315068493151	0.7263835616438357	-339133.65753424657	0.3521068287504459	0.028068840903914136	83.60000000000001	16	-1.05	99.6	48	3	118.6	231.3	0	1.4	13.6	0.579	0.54	2.76	6.5	35.166666666666664	18.116666666666667	-0.3158333333333333	53.958333333333336	124.83333333333333	90.91666666666667	118.99166666666666	135.25833333333333	155	0.8833333333333333	10.666666666666666	0.6485833333333333	0.42416666666666664	2.444166666666667	61	41	FALSE	FALSE	48.7186	-121.1169	139	139	5	20	20	2012	7	Dfc	Continental	53.60919082613196	8.763398797155904	NE05_358
USA|NE05_358|NorthCas	United States	NA	Nearctic	NA	719	48.7186	-121.1169	2012-06-05	2012-06-12	1	395	815	125	410.35792349726773	6	12	0.4	0	4.6899999999999995	1.5062499999999999	8.79875	1.9425	82.70125	0.15575	0.8996003098663558	241.125	4.83125	0.49375	17498185.5	-3.9725	7.70625	-3.13875	-4.7475000000000005	0.20382104054466432	1.5775	-3317349.75	4.208425158871327	-0.3069036148459738	-0.8456304681751464	0.004473513983739086	-0.20377194174210292	3.951753424657534	0.318	8.504109589041096	-0.19950684931506849	76.21164383561644	0.2700087671232877	0.7612602739726028	192.65753424657535	5.3802739726027395	0.2824931506849315	13220582.513255164	-0.13553424657534247	0.15649315068493155	-0.013452054794520548	-0.30326027397260275	0.004849315068493151	0.7263835616438357	-339133.65753424657	0.3521068287504459	0.028068840903914136	83.7	0	1.66	83.7	100	5	129.8	177.60000000000002	0	5	15.4	0.871	0.44	2.78	6.5	35.166666666666664	18.116666666666667	-0.3158333333333333	53.958333333333336	124.83333333333333	90.91666666666667	118.99166666666666	135.25833333333333	155	0.8833333333333333	10.666666666666666	0.6485833333333333	0.42416666666666664	2.444166666666667	171	88	FALSE	FALSE	48.7186	-121.1169	157	157	6	23	23	2012	7	Dfc	Continental	72.13044582432244	7.174529590867679	NE05_358
USA|NE05_358|NorthCas	United States	NA	Nearctic	NA	719	48.7186	-121.1169	2012-06-18	2012-06-25	1	466	815	125	410.35792349726773	6	12	0.4	0	8.7025	4.655	13.63875	4.7025	77.70375	0.2883875	0.39218377879855815	234.125	4.2475	0.53625	18202883	-2.22375	6.85625	-1.66625	-2.5949999999999998	0.11687457051209384	2.0275	-4275508.25	4.086252111231724	-0.1429022643084434	-0.3652219314447534	0.08121739590665218	0.08404403509189995	3.951753424657534	0.318	8.504109589041096	-0.19950684931506849	76.21164383561644	0.2700087671232877	0.7612602739726028	192.65753424657535	5.3802739726027395	0.2824931506849315	13220582.513255164	-0.13553424657534247	0.15649315068493155	-0.013452054794520548	-0.30326027397260275	0.004849315068493151	0.7263835616438357	-339133.65753424657	0.3521068287504459	0.028068840903914136	83.7	0	1.66	83.7	100	5	129.8	177.60000000000002	0	5	15.4	0.871	0.44	2.78	6.5	35.166666666666664	18.116666666666667	-0.3158333333333333	53.958333333333336	124.83333333333333	90.91666666666667	118.99166666666666	135.25833333333333	155	0.8833333333333333	10.666666666666666	0.6485833333333333	0.42416666666666664	2.444166666666667	147	75	FALSE	FALSE	48.7186	-121.1169	170	170	6	25	25	2012	7	Dfc	Continental	60.651429547130626	6.560549663108907	NE05_358
USA|NE05_358|NorthCas	United States	NA	Nearctic	NA	719	48.7186	-121.1169	2012-07-03	2012-07-09	1	522	815	125	410.35792349726773	6	12	0.4	0	13.442857142857143	7.91	19.018571428571427	6.775714285714286	65.49428571428571	0.6220142857142857	0.3933869521905672	234.28571428571428	2.487142857142857	0.5342857142857143	26322947.14285714	0.26285714285714284	-2.67	-0.1414285714285714	0.05142857142857147	0.18127406843965507	0.6028571428571429	2998949.1428571427	4.089057104672429	-0.1995542470108315	-0.339015333950728	0.10335201036606086	0.14892498058404574	3.951753424657534	0.318	8.504109589041096	-0.19950684931506849	76.21164383561644	0.2700087671232877	0.7612602739726028	192.65753424657535	5.3802739726027395	0.2824931506849315	13220582.513255164	-0.13553424657534247	0.15649315068493155	-0.013452054794520548	-0.30326027397260275	0.004849315068493151	0.7263835616438357	-339133.65753424657	0.3521068287504459	0.028068840903914136	90.1	36.4	2.18	126.5	40	2	77.7	260.1	0	8	21.4	1.095	0.72	2.37	6.5	35.166666666666664	18.116666666666667	-0.3158333333333333	53.958333333333336	124.83333333333333	90.91666666666667	118.99166666666666	135.25833333333333	155	0.8833333333333333	10.666666666666666	0.6485833333333333	0.42416666666666664	2.444166666666667	166	101	FALSE	FALSE	48.7186	-121.1169	185	185	7	27	27	2012	6	Dfc	Continental	108.46019526996552	10.544405176119444	NE05_358
USA|NE05_358|NorthCas	United States	NA	Nearctic	NA	719	48.7186	-121.1169	2012-07-19	2012-07-23	1	681	815	125	410.35792349726773	6	12	0.4	0	13.514	9.282	20.394	8.764	73.534	0.44438	0.892675624073404	244.2	4.4	0.186	20548429.2	-1.914	8.802	-0.36400000000000005	-1.5	0.18700368129692524	2.87	-3151283.8	4.262094033370153	-0.4068319451696746	-0.7945801018174946	-0.09954881552941747	-0.15830480139683697	3.951753424657534	0.318	8.504109589041096	-0.19950684931506849	76.21164383561644	0.2700087671232877	0.7612602739726028	192.65753424657535	5.3802739726027395	0.2824931506849315	13220582.513255164	-0.13553424657534247	0.15649315068493155	-0.013452054794520548	-0.30326027397260275	0.004849315068493151	0.7263835616438357	-339133.65753424657	0.3521068287504459	0.028068840903914136	90.1	36.4	2.18	126.5	40	2	77.7	260.1	0	8	21.4	1.095	0.72	2.37	6.5	35.166666666666664	18.116666666666667	-0.3158333333333333	53.958333333333336	124.83333333333333	90.91666666666667	118.99166666666666	135.25833333333333	155	0.8833333333333333	10.666666666666666	0.6485833333333333	0.42416666666666664	2.444166666666667	42	34	FALSE	FALSE	48.7186	-121.1169	201	201	7	29	29	2012	4	Dfc	Continental	80.89505136911524	15.522977688396997	NE05_358
USA|NE05_358|NorthCas	United States	NA	Nearctic	NA	719	48.7186	-121.1169	2012-08-01	2012-08-08	1	793	815	125	410.35792349726773	6	12	0.4	0	17.4975	10.9975	25.30125	10.188749999999999	62.948750000000004	0.781925	0.3893573007774939	180	0.58875	0.034999999999999996	23895899.75	1.9800000000000002	-1.26125	1.22625	3.17875	0.15736565177349285	-0.715	1368970.75	3.141592653589793	0.029290771967240045	-0.3882539869032886	0.008756233591371025	-0.15712185313122282	3.951753424657534	0.318	8.504109589041096	-0.19950684931506849	76.21164383561644	0.2700087671232877	0.7612602739726028	192.65753424657535	5.3802739726027395	0.2824931506849315	13220582.513255164	-0.13553424657534247	0.15649315068493155	-0.013452054794520548	-0.30326027397260275	0.004849315068493151	0.7263835616438357	-339133.65753424657	0.3521068287504459	0.028068840903914136	37.7	97.2	1.29	134.9	6	0	45.7	250.6	0	9.1	24	0.949	1.13	2.47	6.5	35.166666666666664	18.116666666666667	-0.3158333333333333	53.958333333333336	124.83333333333333	90.91666666666667	118.99166666666666	135.25833333333333	155	0.8833333333333333	10.666666666666666	0.6485833333333333	0.42416666666666664	2.444166666666667	120	75	FALSE	FALSE	48.7186	-121.1169	214	214	8	31	31	2012	7	Dfc	Continental	84.57885392272314	9.741564347750252	NE05_358
PNG|AU01_148|Wanang	Papua New Guinea	NA	Australasia	1. Forest & Woodland	153	-5.2254	145.0809	2015-05-16	2015-05-23	0	865	899	804	856.0931506849315	10	2	2.7	0	24.90125	22.65625	27.93125	23.25	90.66	0.2986375	0.13318632469158137	199.375	20.9525	0.5437500000000001	14545726.5	-0.023750000000000014	1.86625	0.565	-0.84625	0.057661452689464585	15.43875	-1790839.625	3.4797501961636943	0.13309533759423461	0.004922214494316207	-0.0394340014857038	-0.042069022487869534	25.033972602739727	22.367534246575342	28.84564383561644	22.6893698630137	87.09041095890412	0.4183076712328767	0.48076712328767124	193.29041095890412	7.082520547945205	0.5138082191780822	16494953.95379923	0.06627397260273973	-0.10084931506849315	0.30397260273972604	-0.17043835616438355	0.010904109589041096	0.28482191780821914	-716209.8739726028	0.20178338824019248	0.06594082388910896	97.4	0	5.8100000000000005	97.4	336	239	47.1	175.8	0	20.4	29.3	2.67	0.59	1.63	6.5	103.61666666666667	1.5499999999999998	4.054166666666667	105.16666666666667	297.6666666666667	194.16666666666666	44.43333333333334	187.88333333333333	0	20.566666666666666	29.71666666666667	2.638916666666667	0.6716666666666666	1.7225	723	484	FALSE	FALSE	-5.2254	145.0809	136	318.5	5	20	46	2015	7	Af	Tropical	639.6030138167113	27.44611872966534	AU01_148
NOR|PA06_717|Trondhei	Norway	2 Malaise samples combined (+GMP#2540)	Palearctic	NA	55	63.405	10.3827	2014-06-29	2014-07-06	4	632.75	651	0	361.45753424657534	40	45	507.5	63	15.34625	10.00625	19.67875	9.00125	66.61875	0.6328374999999999	0.8060251404032298	185	1.255	0.075	21442254	1.74875	-9.99625	0.73625	2.26625	0.6308431705705645	-2.06625	4291766.75	3.2288591161895095	-0.5229727882116448	0.6133318757020414	-0.4596757218058656	0.43204321153997866	6.030684931506849	2.4146575342465755	9.333972602739726	1.961041095890411	76.18690410958904	0.2741750684931507	1.8348493150684932	185.0027397260274	2.4924931506849317	0.17832876712328766	8671837.17557791	1.7783835616438357	-4.394383561643836	1.628931506849315	1.892109589041096	0.19953424657534247	-0.8538082191780821	488674.7917808219	0.9519990476623162	0.23529865908146644	56.900000000000006	65.825	-3.69	122.725	56.5	3	9.450000000000001	248.175	0	11.475000000000001	21.25	1.22675	0.7375	3.005	6.5	36.666666666666664	12.908333333333335	-3.6	49.975	56.416666666666664	15.25	33.208333333333336	107.44166666666668	5.833333333333333	4.366666666666667	10.983333333333333	0.80175	0.3566666666666667	4.045833333333333	3332	961	FALSE	FALSE	63.405	10.3827	180	180	6	26	26	2014	7	Dfc	Continental	452.1006319252464	10.33463049188353	PA06_717
NOR|PA06_717|Trondhei	Norway	2 Malaise samples combined (+GMP#2544)	Palearctic	NA	55	63.405	10.3827	2014-07-13	2014-07-20	4	644.625	651	0	361.45753424657534	40	45	507.5	63	18.11375	13.11125	22.435000000000002	12.34375	69.9425	0.6668875	0.3725762625861809	218.25	2.72625	0.13875	18520361	4.345	-8.5225	3.2325	5.14625	0.33413377063810307	-0.76	3071914.5	3.809181092477624	-0.05861958073919593	0.3679358859864687	-0.23084239703701173	0.24157227575001874	6.030684931506849	2.4146575342465755	9.333972602739726	1.961041095890411	76.18690410958904	0.2741750684931507	1.8348493150684932	185.0027397260274	2.4924931506849317	0.17832876712328766	8671837.17557791	1.7783835616438357	-4.394383561643836	1.628931506849315	1.892109589041096	0.19953424657534247	-0.8538082191780821	488674.7917808219	0.9519990476623162	0.23529865908146644	54	75.10000000000001	-4	129.1	54	3	8.8	258.1	0	12.4	22.4	1.289	0.8	2.72	6.5	36.666666666666664	12.908333333333335	-3.6	49.975	56.416666666666664	15.25	33.208333333333336	107.44166666666668	5.833333333333333	4.366666666666667	10.983333333333333	0.80175	0.3566666666666667	4.045833333333333	3072	840	FALSE	FALSE	63.405	10.3827	194	194	7	28	28	2014	7	Dfc	Continental	380.81364072512935	9.208148259789075	PA06_717
NZL|AU04_173|Hamil1	New Zealand	NA	Australasia	NA	47	-37.8025	175.334	2012-05-28	2012-06-05	0	788.4444444444445	808	751	786.311475409836	35	33	557.3	29.8	9.757777777777777	5.261111111111111	14.67888888888889	7.522222222222222	86.08777777777777	0.16424444444444444	0.6657079843183427	194.22222222222223	2.0777777777777775	0.1277777777777778	7750040	-0.5477777777777779	1.7622222222222224	-1.708888888888889	0.3577777777777778	0.5136828364059844	-1.5588888888888888	663435.8888888889	3.389817258317876	-0.16638785152892926	-0.6445790899872395	0.34453651859729534	0.3810047818216366	13.417671232876712	9.630794520547946	17.580465753424658	9.918931506849315	79.67690410958905	0.32621753424657535	3.153753424657534	193.54794520547946	3.3396986301369864	0.15306849315068494	14445927.099556534	-0.37	0.09501369863013699	-0.5088493150684932	-0.2719178082191781	-0.02928767123287671	-0.13317808219178082	49727.28767123287	0.6723921393978172	0.17923621916941324	30.26666666666667	0	3.5055555555555555	30.26666666666667	104.66666666666667	70.22222222222223	132.6	87.64444444444445	0	4.955555555555556	14.522222222222222	1.0414444444444444	0.22555555555555556	3.227777777777778	6.5	70.98333333333333	5.833333333333334	3.1283333333333334	76.81666666666666	107.33333333333333	40.666666666666664	120.39999999999999	170.275	0	8.883333333333333	18.4	1.22075	0.45	3.200833333333333	380	127	FALSE	FALSE	-37.8025	175.334	149	331.5	5	22	48	2012	8	Cfb	Temperate	66.44437286916927	4.744303935181059	AU04_173
NZL|AU04_173|Hamil1	New Zealand	NA	Australasia	NA	47	-37.8025	175.334	2012-06-11	2012-06-18	0	790.25	808	751	786.311475409836	35	33	557.3	29.8	6.6625	1.97875	12.08	4.02625	83.3525	0.1634375	0.8574883156809766	147	2.4025000000000003	0.1475	7757473.5	-3.33875	-2.25625	-4.7612499999999995	-1.8725	0.7090516941359145	-2.00375	1364242.75	2.5656340004316642	-0.8485580596959527	-0.1234318875106351	0.5699679594442006	-0.421771063687428	13.417671232876712	9.630794520547946	17.580465753424658	9.918931506849315	79.67690410958905	0.32621753424657535	3.153753424657534	193.54794520547946	3.3396986301369864	0.15306849315068494	14445927.099556534	-0.37	0.09501369863013699	-0.5088493150684932	-0.2719178082191781	-0.02928767123287671	-0.13317808219178082	49727.28767123287	0.6723921393978172	0.17923621916941324	25.6	0	3.15	25.6	110	84	132.6	77.60000000000001	0	4.2	13.5	0.997	0.19	3.53	6.5	70.98333333333333	5.833333333333334	3.1283333333333334	76.81666666666666	107.33333333333333	40.666666666666664	120.39999999999999	170.275	0	8.883333333333333	18.4	1.22075	0.45	3.200833333333333	211	90	FALSE	FALSE	-37.8025	175.334	163	345.5	6	24	50	2012	7	Cfb	Temperate	58.83179250989783	5.4559542554098845	AU04_173
NZL|AU04_173|Hamil1	New Zealand	NA	Australasia	NA	47	-37.8025	175.334	2012-07-09	2012-07-16	0	792.5	808	751	786.311475409836	35	33	557.3	29.8	8.68625	5.11875	13.23125	6.655	87.1525	0.1467375	1.3298111494577227	149.875	6.05875	0.18625	6788698	-0.04875000000000006	2.21875	-0.2162500000000001	0.30625	1.3743168986550487	1.6512499999999999	-331421.375	2.615812216426501	1.3134623184919276	-0.2078808098980759	1.1213304550765015	-0.7945847647965304	13.417671232876712	9.630794520547946	17.580465753424658	9.918931506849315	79.67690410958905	0.32621753424657535	3.153753424657534	193.54794520547946	3.3396986301369864	0.15306849315068494	14445927.099556534	-0.37	0.09501369863013699	-0.5088493150684932	-0.2719178082191781	-0.02928767123287671	-0.13317808219178082	49727.28767123287	0.6723921393978172	0.17923621916941324	27	0	3.2	27	169	143	132.6	81.7	0	4.1000000000000005	13.7	0.972	0.23	2.18	6.5	70.98333333333333	5.833333333333334	3.1283333333333334	76.81666666666666	107.33333333333333	40.666666666666664	120.39999999999999	170.275	0	8.883333333333333	18.4	1.22075	0.45	3.200833333333333	365	93	FALSE	FALSE	-37.8025	175.334	191	8.5	7	28	2	2012	7	Cfb	Temperate	39.962501696603255	3.104519131249364	AU04_173
NZL|AU04_173|Hamil1	New Zealand	NA	Australasia	NA	47	-37.8025	175.334	2012-07-23	2012-07-30	0	803	808	751	786.311475409836	35	33	557.3	29.8	10.52375	7.40375	14.39	8.05625	84.82124999999999	0.18305	2.9874636927081957	132.75	8.90125	0.36874999999999997	6750235.75	1.1375	0.51625	1.4349999999999998	0.95375	0.8031722667045865	4.6674999999999995	-1091555.5	2.3169245820224726	-0.04897802121242506	2.9870621802513257	0.27430833544871197	0.7548778888712666	13.417671232876712	9.630794520547946	17.580465753424658	9.918931506849315	79.67690410958905	0.32621753424657535	3.153753424657534	193.54794520547946	3.3396986301369864	0.15306849315068494	14445927.099556534	-0.37	0.09501369863013699	-0.5088493150684932	-0.2719178082191781	-0.02928767123287671	-0.13317808219178082	49727.28767123287	0.6723921393978172	0.17923621916941324	27	0	3.2	27	169	143	132.6	81.7	0	4.1000000000000005	13.7	0.972	0.23	2.18	6.5	70.98333333333333	5.833333333333334	3.1283333333333334	76.81666666666666	107.33333333333333	40.666666666666664	120.39999999999999	170.275	0	8.883333333333333	18.4	1.22075	0.45	3.200833333333333	646	146	FALSE	FALSE	-37.8025	175.334	205	22.5	7	30	4	2012	7	Cfb	Temperate	58.4777856340898	3.429744089293516	AU04_173
NZL|AU04_173|Hamil1	New Zealand	Dates for GMP#00004 and GMP#00013 changed GMP#00004	Australasia	NA	47	-37.8025	175.334	2012-08-06	2012-08-13	0	803	808	751	786.311475409836	35	33	557.3	29.8	10.10125	6.39625	14.42125	8.1975	88.03625	0.1484875	0.8566149158452966	251	9.7175	0.40375	9959629	0.43875	4.77125	0.09125000000000005	0.88375	0.7407496232625083	4.965	890681.75	4.380776422505767	0.856565821479461	0.00917101531242083	-0.3634255245993787	0.6454702878004644	13.417671232876712	9.630794520547946	17.580465753424658	9.918931506849315	79.67690410958905	0.32621753424657535	3.153753424657534	193.54794520547946	3.3396986301369864	0.15306849315068494	14445927.099556534	-0.37	0.09501369863013699	-0.5088493150684932	-0.2719178082191781	-0.02928767123287671	-0.13317808219178082	49727.28767123287	0.6723921393978172	0.17923621916941324	42.400000000000006	0	2.44	42.400000000000006	100	57	132.6	116.5	0	5.7	15.2	1.025	0.3	2.19	6.5	70.98333333333333	5.833333333333334	3.1283333333333334	76.81666666666666	107.33333333333333	40.666666666666664	120.39999999999999	170.275	0	8.883333333333333	18.4	1.22075	0.45	3.200833333333333	669	165	FALSE	FALSE	-37.8025	175.334	219	36.5	8	32	6	2012	7	Cfb	Temperate	69.70398128432495	3.9323075774389458	AU04_173
NZL|AU04_173|Hamil1	New Zealand	NA	Australasia	NA	47	-37.8025	175.334	2012-09-03	2012-09-10	0	784	808	751	786.311475409836	35	33	557.3	29.8	12.4125	10.24	15.33	9.22375	80.96124999999999	0.274525	5.508283632461785	283	7.00625	0.265	11748427	1.7225	-0.71625	3.23875	0.5925	2.487531475349349	3.2687500000000003	-478231.125	4.939281783143953	1.1019065614816372	-5.396942699844988	0.4185485585295603	-2.4520664642310446	13.417671232876712	9.630794520547946	17.580465753424658	9.918931506849315	79.67690410958905	0.32621753424657535	3.153753424657534	193.54794520547946	3.3396986301369864	0.15306849315068494	14445927.099556534	-0.37	0.09501369863013699	-0.5088493150684932	-0.2719178082191781	-0.02928767123287671	-0.13317808219178082	49727.28767123287	0.6723921393978172	0.17923621916941324	65.2	0	2.34	65.2	113	48	132.6	154.3	0	7.2	16.2	1.081	0.36	3.95	6.5	70.98333333333333	5.833333333333334	3.1283333333333334	76.81666666666666	107.33333333333333	40.666666666666664	120.39999999999999	170.275	0	8.883333333333333	18.4	1.22075	0.45	3.200833333333333	1118	246	FALSE	FALSE	-37.8025	175.334	247	64.5	9	36	10	2012	7	Cfb	Temperate	97.21390220889582	4.265310350322686	AU04_173
